FST_REGN,FST_YEAR,FST_MM,FST_CNT
전남,2017,10,25
전남,2017,11,2
전남,2017,12,5
전남,2018,1,0
전남,2018,2,0
전남,2018,3,8
전남,2018,4,21
전남,2018,5,14
전남,2018,6,1
전남,2018,7,5
전남,2018,8,7
전남,2018,9,15
전남,2018,10,24
전남,2018,11,3
전남,2018,12,3
전남,2019,1,0
전남,2019,2,0
전남,2019,3,10
전남,2019,4,18
전남,2019,5,17
전남,2019,6,1
전남,2019,7,3
전남,2019,8,9
전남,2019,9,15
전남,2019,10,24
전남,2019,11,4
전남,2019,12,5
전남,2020,1,1
전남,2020,2,0
전남,2020,3,9
전남,2020,4,19
전남,2020,5,0
전남,2020,6,0
전남,2020,7,0
전남,2020,8,0
전남,2020,9,0
전남,2020,10,0
전남,2020,11,0
전남,2020,12,0
전남,2021,1,0
전남,2021,2,0
전남,2021,3,6
전남,2021,4,17
전남,2021,5,17
전남,2021,6,10
전남,2021,7,5
전남,2021,8,10
전남,2021,9,16
전남,2021,10,22
전남,2021,11,9
전남,2021,12,5
전남,2022,1,0
전남,2022,2,0
전남,2022,3,6
전남,2022,4,19
전남,2022,5,13
전남,2022,6,1
전남,2022,7,5
전남,2022,8,6
전남,2022,9,11
전남,2022,10,24
전남,2022,11,7
전남,2022,12,6
전북,2002,1,0
전북,2002,2,0
전북,2002,3,1
전북,2002,4,2
전북,2002,5,0
전북,2002,6,1
전북,2002,7,0
전북,2002,8,0
전북,2002,9,1
전북,2002,10,0
전북,2002,11,0
전북,2002,12,0
전북,2003,1,0
전북,2003,2,0
전북,2003,3,1
전북,2003,4,2
전북,2003,5,0
전북,2003,6,1
전북,2003,7,0
전북,2003,8,0
전북,2003,9,1
전북,2003,10,0
전북,2003,11,0
전북,2003,12,0
전북,2004,1,0
전북,2004,2,0
전북,2004,3,1
전북,2004,4,2
전북,2004,5,1
전북,2004,6,1
전북,2004,7,0
전북,2004,8,0
전북,2004,9,1
전북,2004,10,1
전북,2004,11,0
전북,2004,12,0
전북,2005,1,0
전북,2005,2,0
전북,2005,3,1
전북,2005,4,2
전북,2005,5,1
전북,2005,6,1
전북,2005,7,0
전북,2005,8,0
전북,2005,9,1
전북,2005,10,1
전북,2005,11,0
전북,2005,12,0
전북,2006,1,0
전북,2006,2,0
전북,2006,3,1
전북,2006,4,2
전북,2006,5,1
전북,2006,6,1
전북,2006,7,0
전북,2006,8,0
전북,2006,9,1
전북,2006,10,1
전북,2006,11,0
전북,2006,12,0
전북,2007,1,0
전북,2007,2,0
전북,2007,3,1
전북,2007,4,2
전북,2007,5,1
전북,2007,6,1
전북,2007,7,0
전북,2007,8,0
전북,2007,9,1
전북,2007,10,3
전북,2007,11,0
전북,2007,12,0
전북,2008,1,0
전북,2008,2,0
전북,2008,3,1
전북,2008,4,2
전북,2008,5,1
전북,2008,6,1
전북,2008,7,0
전북,2008,8,0
전북,2008,9,1
전북,2008,10,3
전북,2008,11,0
전북,2008,12,0
전북,2009,1,0
전북,2009,2,0
전북,2009,3,1
전북,2009,4,2
전북,2009,5,1
전북,2009,6,1
전북,2009,7,0
전북,2009,8,0
전북,2009,9,1
전북,2009,10,3
전북,2009,11,0
전북,2009,12,0
전북,2010,1,0
전북,2010,2,0
전북,2010,3,2
전북,2010,4,2
전북,2010,5,1
전북,2010,6,1
전북,2010,7,0
전북,2010,8,0
전북,2010,9,1
전북,2010,10,3
전북,2010,11,0
전북,2010,12,1
전북,2011,1,1
전북,2011,2,0
전북,2011,3,2
전북,2011,4,2
전북,2011,5,1
전북,2011,6,1
전북,2011,7,0
전북,2011,8,0
전북,2011,9,1
전북,2011,10,4
전북,2011,11,0
전북,2011,12,1
전북,2012,1,1
전북,2012,2,0
전북,2012,3,2
전북,2012,4,2
전북,2012,5,2
전북,2012,6,1
전북,2012,7,0
전북,2012,8,0
전북,2012,9,1
전북,2012,10,4
전북,2012,11,0
전북,2012,12,1
전북,2013,1,1
전북,2013,2,0
전북,2013,3,2
전북,2013,4,2
전북,2013,5,2
전북,2013,6,1
전북,2013,7,0
전북,2013,8,0
전북,2013,9,2
전북,2013,10,4
전북,2013,11,0
전북,2013,12,1
전북,2014,1,1
전북,2014,2,0
전북,2014,3,2
전북,2014,4,2
전북,2014,5,2
전북,2014,6,1
전북,2014,7,0
전북,2014,8,0
전북,2014,9,2
전북,2014,10,4
전북,2014,11,1
전북,2014,12,2
전북,2015,1,0
전북,2015,2,0
전북,2015,3,0
전북,2015,4,4
전북,2015,5,5
전북,2015,6,3
전북,2015,7,0
전북,2015,8,5
전북,2015,9,2
전북,2015,10,14
전북,2015,11,1
전북,2015,12,1
전북,2016,1,0
전북,2016,2,0
전북,2016,3,0
전북,2016,4,4
전북,2016,5,5
전북,2016,6,3
전북,2016,7,0
전북,2016,8,5
전북,2016,9,2
전북,2016,10,14
전북,2016,11,1
전북,2016,12,1
전북,2017,1,0
전북,2017,2,0
전북,2017,3,2
전북,2017,4,9
전북,2017,5,10
전북,2017,6,1
전북,2017,7,4
전북,2017,8,5
전북,2017,9,6
전북,2017,10,10
전북,2017,11,3
전북,2017,12,2
전북,2018,1,0
전북,2018,2,0
전북,2018,3,2
전북,2018,4,9
전북,2018,5,8
전북,2018,6,4
전북,2018,7,1
전북,2018,8,4
전북,2018,9,5
전북,2018,10,13
전북,2018,11,2
전북,2018,12,2
전북,2019,1,0
전북,2019,2,0
전북,2019,3,2
전북,2019,4,7
전북,2019,5,13
전북,2019,6,4
전북,2019,7,2
전북,2019,8,3
전북,2019,9,5
전북,2019,10,10
전북,2019,11,1
전북,2019,12,2
전북,2020,1,1
전북,2020,2,0
전북,2020,3,3
전북,2020,4,13
전북,2020,5,0
전북,2020,6,0
전북,2020,7,0
전북,2020,8,0
전북,2020,9,0
전북,2020,10,0
전북,2020,11,0
전북,2020,12,0
전북,2021,1,1
전북,2021,2,0
전북,2021,3,3
전북,2021,4,13
전북,2021,5,13
전북,2021,6,4
전북,2021,7,4
전북,2021,8,7
전북,2021,9,5
전북,2021,10,15
전북,2021,11,3
전북,2021,12,4
전북,2022,1,1
전북,2022,2,0
전북,2022,3,3
전북,2022,4,12
전북,2022,5,9
전북,2022,6,5
전북,2022,7,4
전북,2022,8,10
전북,2022,9,4
전북,2022,10,21
전북,2022,11,3
전북,2022,12,3
제주,2002,1,0
제주,2002,2,0
제주,2002,3,0
제주,2002,4,0
제주,2002,5,0
제주,2002,6,0
제주,2002,7,2
제주,2002,8,0
제주,2002,9,0
제주,2002,10,1
제주,2002,11,0
제주,2002,12,0
제주,2003,1,0
제주,2003,2,0
제주,2003,3,0
제주,2003,4,0
제주,2003,5,0
제주,2003,6,0
제주,2003,7,3
제주,2003,8,0
제주,2003,9,0
제주,2003,10,1
제주,2003,11,0
제주,2003,12,0
제주,2004,1,0
제주,2004,2,0
제주,2004,3,0
제주,2004,4,0
제주,2004,5,1
제주,2004,6,0
제주,2004,7,3
제주,2004,8,1
제주,2004,9,0
제주,2004,10,2
제주,2004,11,0
제주,2004,12,0
제주,2005,1,0
제주,2005,2,0
제주,2005,3,1
제주,2005,4,0
제주,2005,5,1
제주,2005,6,0
제주,2005,7,3
제주,2005,8,1
제주,2005,9,0
제주,2005,10,2
제주,2005,11,0
제주,2005,12,0
제주,2006,1,0
제주,2006,2,0
제주,2006,3,1
제주,2006,4,0
제주,2006,5,1
제주,2006,6,0
제주,2006,7,3
제주,2006,8,1
제주,2006,9,0
제주,2006,10,2
제주,2006,11,0
제주,2006,12,0
제주,2007,1,0
제주,2007,2,0
제주,2007,3,1
제주,2007,4,0
제주,2007,5,1
제주,2007,6,0
제주,2007,7,3
제주,2007,8,1
제주,2007,9,0
제주,2007,10,2
제주,2007,11,0
제주,2007,12,0
제주,2008,1,0
제주,2008,2,0
제주,2008,3,1
제주,2008,4,0
제주,2008,5,1
제주,2008,6,0
제주,2008,7,3
제주,2008,8,1
제주,2008,9,1
제주,2008,10,2
제주,2008,11,0
제주,2008,12,0
제주,2009,1,0
제주,2009,2,0
제주,2009,3,1
제주,2009,4,0
제주,2009,5,1
제주,2009,6,0
제주,2009,7,3
제주,2009,8,1
제주,2009,9,1
제주,2009,10,2
제주,2009,11,0
제주,2009,12,0
제주,2010,1,0
제주,2010,2,0
제주,2010,3,1
제주,2010,4,0
제주,2010,5,1
제주,2010,6,0
제주,2010,7,3
제주,2010,8,1
제주,2010,9,1
제주,2010,10,2
제주,2010,11,0
제주,2010,12,0
제주,2011,1,0
제주,2011,2,0
제주,2011,3,1
제주,2011,4,0
제주,2011,5,1
제주,2011,6,0
제주,2011,7,3
제주,2011,8,1
제주,2011,9,1
제주,2011,10,2
제주,2011,11,0
제주,2011,12,0
제주,2012,1,0
제주,2012,2,0
제주,2012,3,1
제주,2012,4,0
제주,2012,5,1
제주,2012,6,0
제주,2012,7,3
제주,2012,8,1
제주,2012,9,1
제주,2012,10,2
제주,2012,11,0
제주,2012,12,0
제주,2013,1,0
제주,2013,2,0
제주,2013,3,1
제주,2013,4,0
제주,2013,5,1
제주,2013,6,0
제주,2013,7,3
제주,2013,8,1
제주,2013,9,1
제주,2013,10,2
제주,2013,11,0
제주,2013,12,0
제주,2014,1,0
제주,2014,2,0
제주,2014,3,1
제주,2014,4,0
제주,2014,5,1
제주,2014,6,0
제주,2014,7,3
제주,2014,8,1
제주,2014,9,1
제주,2014,10,3
제주,2014,11,0
제주,2014,12,0
제주,2015,1,0
제주,2015,2,1
제주,2015,3,1
제주,2015,4,3
제주,2015,5,1
제주,2015,6,0
제주,2015,7,2
제주,2015,8,1
제주,2015,9,2
제주,2015,10,3
제주,2015,11,1
제주,2015,12,1
제주,2016,1,0
제주,2016,2,1
제주,2016,3,1
제주,2016,4,3
제주,2016,5,1
제주,2016,6,0
제주,2016,7,2
제주,2016,8,1
제주,2016,9,2
제주,2016,10,3
제주,2016,11,1
제주,2016,12,1
제주,2017,1,1
제주,2017,2,0
제주,2017,3,2
제주,2017,4,5
제주,2017,5,3
제주,2017,6,0
제주,2017,7,4
제주,2017,8,3
제주,2017,9,3
제주,2017,10,6
제주,2017,11,1
제주,2017,12,1
제주,2018,1,1
제주,2018,2,0
제주,2018,3,3
제주,2018,4,4
제주,2018,5,1
제주,2018,6,1
제주,2018,7,6
제주,2018,8,2
제주,2018,9,4
제주,2018,10,4
제주,2018,11,1
제주,2018,12,1
제주,2019,1,1
제주,2019,2,0
제주,2019,3,3
제주,2019,4,3
제주,2019,5,2
제주,2019,6,2
제주,2019,7,4
제주,2019,8,6
제주,2019,9,4
제주,2019,10,7
제주,2019,11,2
제주,2019,12,1
제주,2020,1,1
제주,2020,2,0
제주,2020,3,2
제주,2020,4,4
제주,2020,5,0
제주,2020,6,0
제주,2020,7,0
제주,2020,8,0
제주,2020,9,0
제주,2020,10,0
제주,2020,11,0
제주,2020,12,0
제주,2021,1,0
제주,2021,2,1
제주,2021,3,4
제주,2021,4,1
제주,2021,5,2
제주,2021,6,0
제주,2021,7,5
제주,2021,8,1
제주,2021,9,4
제주,2021,10,7
제주,2021,11,1
제주,2021,12,0
제주,2022,1,0
제주,2022,2,1
제주,2022,3,3
제주,2022,4,3
제주,2022,5,3
제주,2022,6,1
제주,2022,7,5
제주,2022,8,7
제주,2022,9,3
제주,2022,10,11
제주,2022,11,1
제주,2022,12,0
충남,2002,1,0
충남,2002,2,1
충남,2002,3,0
충남,2002,4,3
충남,2002,5,1
충남,2002,6,1
충남,2002,7,0
충남,2002,8,1
충남,2002,9,4
충남,2002,10,6
충남,2002,11,1
충남,2002,12,1
충남,2003,1,0
충남,2003,2,1
충남,2003,3,0
충남,2003,4,3
충남,2003,5,1
충남,2003,6,1
충남,2003,7,0
충남,2003,8,1
충남,2003,9,4
충남,2003,10,7
충남,2003,11,1
충남,2003,12,1
충남,2004,1,0
충남,2004,2,1
충남,2004,3,0
충남,2004,4,5
충남,2004,5,2
충남,2004,6,1
충남,2004,7,0
충남,2004,8,1
충남,2004,9,4
충남,2004,10,8
충남,2004,11,1
충남,2004,12,1
충남,2005,1,0
충남,2005,2,1
충남,2005,3,0
충남,2005,4,7
충남,2005,5,2
충남,2005,6,1
충남,2005,7,0
충남,2005,8,2
충남,2005,9,4
충남,2005,10,8
충남,2005,11,1
충남,2005,12,1
충남,2006,1,0
충남,2006,2,1
충남,2006,3,0
충남,2006,4,7
충남,2006,5,2
충남,2006,6,1
충남,2006,7,0
충남,2006,8,2
충남,2006,9,4
충남,2006,10,8
충남,2006,11,1
충남,2006,12,1
충남,2007,1,0
충남,2007,2,1
충남,2007,3,0
충남,2007,4,7
충남,2007,5,2
충남,2007,6,1
충남,2007,7,1
충남,2007,8,2
충남,2007,9,4
충남,2007,10,8
충남,2007,11,1
충남,2007,12,1
충남,2008,1,0
충남,2008,2,1
충남,2008,3,1
충남,2008,4,9
충남,2008,5,2
충남,2008,6,1
충남,2008,7,1
충남,2008,8,2
충남,2008,9,6
충남,2008,10,8
충남,2008,11,1
충남,2008,12,1
충남,2009,1,0
충남,2009,2,1
충남,2009,3,1
충남,2009,4,10
충남,2009,5,3
충남,2009,6,3
충남,2009,7,1
충남,2009,8,2
충남,2009,9,6
충남,2009,10,8
충남,2009,11,1
충남,2009,12,1
충남,2010,1,0
충남,2010,2,1
충남,2010,3,1
충남,2010,4,11
충남,2010,5,3
충남,2010,6,3
충남,2010,7,1
충남,2010,8,2
충남,2010,9,6
충남,2010,10,8
충남,2010,11,1
충남,2010,12,1
충남,2011,1,0
충남,2011,2,1
충남,2011,3,1
충남,2011,4,11
충남,2011,5,4
충남,2011,6,3
충남,2011,7,1
충남,2011,8,2
충남,2011,9,6
충남,2011,10,8
충남,2011,11,2
충남,2011,12,1
충남,2012,1,0
충남,2012,2,1
충남,2012,3,1
충남,2012,4,11
충남,2012,5,4
충남,2012,6,3
충남,2012,7,1
충남,2012,8,2
충남,2012,9,6
충남,2012,10,8
충남,2012,11,3
충남,2012,12,1
충남,2013,1,0
충남,2013,2,1
충남,2013,3,1
충남,2013,4,12
충남,2013,5,4
충남,2013,6,3
충남,2013,7,1
충남,2013,8,3
충남,2013,9,6
충남,2013,10,9
충남,2013,11,3
충남,2013,12,1
충남,2014,1,0
충남,2014,2,1
충남,2014,3,1
충남,2014,4,12
충남,2014,5,4
충남,2014,6,3
충남,2014,7,1
충남,2014,8,3
충남,2014,9,6
충남,2014,10,9
충남,2014,11,3
충남,2014,12,1
충남,2015,1,1
충남,2015,2,2
충남,2015,3,2
충남,2015,4,6
충남,2015,5,5
충남,2015,6,1
충남,2015,7,5
충남,2015,8,3
충남,2015,9,7
충남,2015,10,15
충남,2015,11,1
충남,2015,12,1
충남,2016,1,1
충남,2016,2,2
충남,2016,3,2
충남,2016,4,6
충남,2016,5,5
충남,2016,6,1
충남,2016,7,5
충남,2016,8,3
충남,2016,9,7
충남,2016,10,15
충남,2016,11,1
충남,2016,12,1
충남,2017,1,1
충남,2017,2,0
충남,2017,3,2
충남,2017,4,18
충남,2017,5,8
충남,2017,6,5
충남,2017,7,9
충남,2017,8,1
충남,2017,9,12
충남,2017,10,22
충남,2017,11,3
충남,2017,12,2
충남,2018,1,1
충남,2018,2,1
충남,2018,3,2
충남,2018,4,21
충남,2018,5,8
충남,2018,6,4
충남,2018,7,6
충남,2018,8,3
충남,2018,9,16
충남,2018,10,19
충남,2018,11,6
충남,2018,12,3
충남,2019,1,1
충남,2019,2,1
충남,2019,3,3
충남,2019,4,21
충남,2019,5,8
충남,2019,6,4
충남,2019,7,6
충남,2019,8,4
충남,2019,9,13
충남,2019,10,22
충남,2019,11,3
충남,2019,12,3
충남,2020,1,2
충남,2020,2,1
충남,2020,3,2
충남,2020,4,20
충남,2020,5,0
충남,2020,6,0
충남,2020,7,0
충남,2020,8,0
충남,2020,9,0
충남,2020,10,0
충남,2020,11,0
충남,2020,12,0
충남,2021,1,2
충남,2021,2,1
충남,2021,3,2
충남,2021,4,19
충남,2021,5,9
충남,2021,6,6
충남,2021,7,7
충남,2021,8,8
충남,2021,9,11
충남,2021,10,20
충남,2021,11,6
충남,2021,12,5
충남,2022,1,1
충남,2022,2,2
충남,2022,3,2
충남,2022,4,24
충남,2022,5,7
충남,2022,6,8
충남,2022,7,7
충남,2022,8,5
충남,2022,9,9
충남,2022,10,28
충남,2022,11,8
충남,2022,12,3
충북,2002,1,0
충북,2002,2,0
충북,2002,3,0
충북,2002,4,0
충북,2002,5,1
충북,2002,6,0
충북,2002,7,0
충북,2002,8,2
충북,2002,9,3
충북,2002,10,4
충북,2002,11,0
충북,2002,12,0
충북,2003,1,0
충북,2003,2,0
충북,2003,3,0
충북,2003,4,1
충북,2003,5,2
충북,2003,6,0
충북,2003,7,0
충북,2003,8,2
충북,2003,9,3
충북,2003,10,4
충북,2003,11,0
충북,2003,12,0
충북,2004,1,0
충북,2004,2,0
충북,2004,3,0
충북,2004,4,2
충북,2004,5,2
충북,2004,6,1
충북,2004,7,0
충북,2004,8,3
충북,2004,9,3
충북,2004,10,4
충북,2004,11,0
충북,2004,12,0
충북,2005,1,0
충북,2005,2,0
충북,2005,3,0
충북,2005,4,2
충북,2005,5,2
충북,2005,6,1
충북,2005,7,0
충북,2005,8,4
충북,2005,9,3
충북,2005,10,4
충북,2005,11,0
충북,2005,12,0
충북,2006,1,0
충북,2006,2,0
충북,2006,3,0
충북,2006,4,2
충북,2006,5,2
충북,2006,6,1
충북,2006,7,0
충북,2006,8,4
충북,2006,9,3
충북,2006,10,4
충북,2006,11,0
충북,2006,12,0
충북,2007,1,0
충북,2007,2,0
충북,2007,3,0
충북,2007,4,2
충북,2007,5,2
충북,2007,6,1
충북,2007,7,1
충북,2007,8,4
충북,2007,9,3
충북,2007,10,4
충북,2007,11,0
충북,2007,12,0
충북,2008,1,0
충북,2008,2,0
충북,2008,3,0
충북,2008,4,2
충북,2008,5,2
충북,2008,6,1
충북,2008,7,1
충북,2008,8,4
충북,2008,9,3
충북,2008,10,5
충북,2008,11,0
충북,2008,12,0
충북,2009,1,0
충북,2009,2,0
충북,2009,3,0
충북,2009,4,2
충북,2009,5,2
충북,2009,6,1
충북,2009,7,1
충북,2009,8,4
충북,2009,9,3
충북,2009,10,5
충북,2009,11,0
충북,2009,12,0
충북,2010,1,0
충북,2010,2,0
충북,2010,3,0
충북,2010,4,2
충북,2010,5,2
충북,2010,6,1
충북,2010,7,1
충북,2010,8,4
충북,2010,9,4
충북,2010,10,5
충북,2010,11,0
충북,2010,12,0
충북,2011,1,0
충북,2011,2,0
충북,2011,3,0
충북,2011,4,2
충북,2011,5,2
충북,2011,6,1
충북,2011,7,1
충북,2011,8,4
충북,2011,9,4
충북,2011,10,5
충북,2011,11,0
충북,2011,12,0
충북,2012,1,0
충북,2012,2,0
충북,2012,3,0
충북,2012,4,2
충북,2012,5,2
충북,2012,6,1
충북,2012,7,1
충북,2012,8,4
충북,2012,9,4
충북,2012,10,5
충북,2012,11,0
충북,2012,12,0
충북,2013,1,0
충북,2013,2,0
충북,2013,3,0
충북,2013,4,2
충북,2013,5,2
충북,2013,6,1
충북,2013,7,1
충북,2013,8,4
충북,2013,9,4
충북,2013,10,5
충북,2013,11,0
충북,2013,12,0
충북,2014,1,0
충북,2014,2,0
충북,2014,3,0
충북,2014,4,2
충북,2014,5,2
충북,2014,6,1
충북,2014,7,1
충북,2014,8,4
충북,2014,9,4
충북,2014,10,5
충북,2014,11,0
충북,2014,12,0
충북,2015,1,0
충북,2015,2,0
충북,2015,3,2
충북,2015,4,3
충북,2015,5,6
충북,2015,6,1
충북,2015,7,2
충북,2015,8,4
충북,2015,9,7
충북,2015,10,10
충북,2015,11,1
충북,2015,12,1
충북,2016,1,0
충북,2016,2,0
충북,2016,3,2
충북,2016,4,3
충북,2016,5,6
충북,2016,6,1
충북,2016,7,2
충북,2016,8,4
충북,2016,9,7
충북,2016,10,10
충북,2016,11,1
충북,2016,12,1
충북,2017,1,0
충북,2017,2,0
충북,2017,3,2
충북,2017,4,4
충북,2017,5,6
충북,2017,6,1
충북,2017,7,1
충북,2017,8,3
충북,2017,9,8
충북,2017,10,8
충북,2017,11,0
충북,2017,12,1
충북,2018,1,1
충북,2018,2,0
충북,2018,3,2
충북,2018,4,4
충북,2018,5,6
충북,2018,6,2
충북,2018,7,1
충북,2018,8,7
충북,2018,9,7
충북,2018,10,14
충북,2018,11,1
충북,2018,12,1
충북,2019,1,3
충북,2019,2,0
충북,2019,3,1
충북,2019,4,5
충북,2019,5,9
충북,2019,6,2
충북,2019,7,3
충북,2019,8,7
충북,2019,9,6
충북,2019,10,10
충북,2019,11,0
충북,2019,12,0
충북,2020,1,2
충북,2020,2,0
충북,2020,3,1
충북,2020,4,5
충북,2020,5,0
충북,2020,6,0
충북,2020,7,0
충북,2020,8,0
충북,2020,9,0
충북,2020,10,0
충북,2020,11,0
충북,2020,12,0
충북,2021,1,1
충북,2021,2,0
충북,2021,3,2
충북,2021,4,4
충북,2021,5,5
충북,2021,6,1
충북,2021,7,2
충북,2021,8,5
충북,2021,9,6
충북,2021,10,12
충북,2021,11,1
충북,2021,12,1
충북,2022,1,2
충북,2022,2,0
충북,2022,3,0
충북,2022,4,1
충북,2022,5,5
충북,2022,6,1
충북,2022,7,3
충북,2022,8,3
충북,2022,9,3
충북,2022,10,8
충북,2022,11,1
충북,2022,12,0
